year,sex,cause,qimd,agegroup,deaths
2007,1,C181,5,55-59,1
2007,1,C181,5,60-64,2
2007,1,C181,5,75-79,3
2007,1,C182,1,55-59,1
2007,1,C182,1,60-64,1
2007,1,C182,1,65-69,1
2007,1,C182,1,75-79,1
2007,1,C182,1,85-89,1
2007,1,C182,1,90+,1
2007,1,C182,2,55-59,1
2007,1,C182,2,75-79,2
2007,1,C182,2,80-84,3
2007,1,C182,2,85-89,3
2007,1,C182,3,60-64,1
2007,1,C182,3,75-79,2
2007,1,C182,3,80-84,1
2007,1,C182,3,85-89,2
2007,1,C182,4,65-69,2
2007,1,C182,4,70-74,1
2007,1,C182,4,75-79,6
2007,1,C182,4,80-84,4
2007,1,C182,4,90+,1
2007,1,C182,5,55-59,1
2007,1,C182,5,65-69,2
2007,1,C182,5,80-84,3
2007,1,C182,5,90+,1
2007,1,C183,2,70-74,1
2007,1,C183,2,85-89,1
2007,1,C183,3,70-74,1
2007,1,C183,5,65-69,1
2007,1,C183,5,75-79,1
2007,1,C183,5,85-89,1
2007,1,C184,1,30-34,1
2007,1,C184,1,65-69,1
2007,1,C184,1,75-79,1
2007,1,C184,1,80-84,1
2007,1,C184,1,85-89,1
2007,1,C184,2,75-79,2
2007,1,C184,2,85-89,1
2007,1,C184,3,65-69,1
2007,1,C184,3,80-84,1
2007,1,C184,3,85-89,2
2007,1,C184,3,90+,1
2007,1,C184,4,40-44,2
2007,1,C184,4,65-69,1
2007,1,C184,4,75-79,1
2007,1,C184,4,80-84,2
2007,1,C184,4,85-89,1
2007,1,C184,5,55-59,1
2007,1,C184,5,70-74,1
2007,1,C184,5,75-79,2
2007,1,C184,5,80-84,1
2007,1,C184,5,85-89,1
2007,1,C185,1,80-84,1
2007,1,C185,2,50-54,1
2007,1,C185,3,65-69,1
2007,1,C185,4,70-74,2
2007,1,C185,4,85-89,1
2007,1,C185,5,60-64,1
2007,1,C186,1,60-64,1
2007,1,C186,1,70-74,2
2007,1,C186,1,75-79,1
2007,1,C186,1,85-89,2
2007,1,C186,2,80-84,1
2007,1,C186,3,60-64,1
2007,1,C186,3,85-89,1
2007,1,C186,4,75-79,1
2007,1,C186,4,80-84,2
2007,1,C186,5,60-64,1
2007,1,C186,5,65-69,1
2007,1,C186,5,80-84,1
2007,1,C187,1,40-44,2
2007,1,C187,1,45-49,3
2007,1,C187,1,50-54,1
2007,1,C187,1,55-59,2
2007,1,C187,1,60-64,9
2007,1,C187,1,65-69,15
2007,1,C187,1,70-74,8
2007,1,C187,1,75-79,16
2007,1,C187,1,80-84,14
2007,1,C187,1,85-89,9
2007,1,C187,1,90+,1
2007,1,C187,2,40-44,1
2007,1,C187,2,50-54,3
2007,1,C187,2,55-59,4
2007,1,C187,2,60-64,8
2007,1,C187,2,65-69,11
2007,1,C187,2,70-74,13
2007,1,C187,2,75-79,17
2007,1,C187,2,80-84,16
2007,1,C187,2,85-89,13
2007,1,C187,2,90+,3
2007,1,C187,3,45-49,3
2007,1,C187,3,50-54,4
2007,1,C187,3,55-59,6
2007,1,C187,3,60-64,7
2007,1,C187,3,65-69,13
2007,1,C187,3,70-74,15
2007,1,C187,3,75-79,17
2007,1,C187,3,80-84,15
2007,1,C187,3,85-89,13
2007,1,C187,3,90+,4
2007,1,C187,4,45-49,1
2007,1,C187,4,50-54,4
2007,1,C187,4,55-59,7
2007,1,C187,4,60-64,13
2007,1,C187,4,65-69,8
2007,1,C187,4,70-74,18
2007,1,C187,4,75-79,14
2007,1,C187,4,80-84,17
2007,1,C187,4,85-89,11
2007,1,C187,4,90+,6
2007,1,C187,5,40-44,4
2007,1,C187,5,45-49,1
2007,1,C187,5,50-54,2
2007,1,C187,5,55-59,5
2007,1,C187,5,60-64,11
2007,1,C187,5,65-69,12
2007,1,C187,5,70-74,13
2007,1,C187,5,75-79,20
2007,1,C187,5,80-84,13
2007,1,C187,5,85-89,7
2007,1,C187,5,90+,4
2007,1,C189,1,20-24,1
2007,1,C189,1,25-29,1
2007,1,C189,1,30-34,1
2007,1,C189,1,35-39,5
2007,1,C189,1,40-44,7
2007,1,C189,1,45-49,11
2007,1,C189,1,50-54,14
2007,1,C189,1,55-59,36
2007,1,C189,1,60-64,49
2007,1,C189,1,65-69,65
2007,1,C189,1,70-74,84
2007,1,C189,1,75-79,89
2007,1,C189,1,80-84,91
2007,1,C189,1,85-89,65
2007,1,C189,1,90+,14
2007,1,C189,2,20-24,1
2007,1,C189,2,25-29,3
2007,1,C189,2,30-34,3
2007,1,C189,2,35-39,1
2007,1,C189,2,40-44,9
2007,1,C189,2,45-49,8
2007,1,C189,2,50-54,16
2007,1,C189,2,55-59,32
2007,1,C189,2,60-64,56
2007,1,C189,2,65-69,68
2007,1,C189,2,70-74,84
2007,1,C189,2,75-79,107
2007,1,C189,2,80-84,99
2007,1,C189,2,85-89,51
2007,1,C189,2,90+,27
2007,1,C189,3,25-29,3
2007,1,C189,3,30-34,1
2007,1,C189,3,35-39,2
2007,1,C189,3,40-44,2
2007,1,C189,3,45-49,6
2007,1,C189,3,50-54,15
2007,1,C189,3,55-59,35
2007,1,C189,3,60-64,61
2007,1,C189,3,65-69,74
2007,1,C189,3,70-74,91
2007,1,C189,3,75-79,106
2007,1,C189,3,80-84,127
2007,1,C189,3,85-89,76
2007,1,C189,3,90+,39
2007,1,C189,4,25-29,1
2007,1,C189,4,30-34,2
2007,1,C189,4,35-39,3
2007,1,C189,4,40-44,5
2007,1,C189,4,45-49,16
2007,1,C189,4,50-54,18
2007,1,C189,4,55-59,31
2007,1,C189,4,60-64,60
2007,1,C189,4,65-69,68
2007,1,C189,4,70-74,108
2007,1,C189,4,75-79,119
2007,1,C189,4,80-84,120
2007,1,C189,4,85-89,62
2007,1,C189,4,90+,31
2007,1,C189,5,30-34,1
2007,1,C189,5,35-39,3
2007,1,C189,5,40-44,5
2007,1,C189,5,45-49,7
2007,1,C189,5,50-54,23
2007,1,C189,5,55-59,43
2007,1,C189,5,60-64,41
2007,1,C189,5,65-69,78
2007,1,C189,5,70-74,99
2007,1,C189,5,75-79,121
2007,1,C189,5,80-84,117
2007,1,C189,5,85-89,57
2007,1,C189,5,90+,26
2007,1,C19,1,40-44,1
2007,1,C19,1,45-49,6
2007,1,C19,1,50-54,5
2007,1,C19,1,55-59,6
2007,1,C19,1,60-64,22
2007,1,C19,1,65-69,19
2007,1,C19,1,70-74,25
2007,1,C19,1,75-79,20
2007,1,C19,1,80-84,20
2007,1,C19,1,85-89,10
2007,1,C19,1,90+,1
2007,1,C19,2,40-44,2
2007,1,C19,2,45-49,8
2007,1,C19,2,50-54,3
2007,1,C19,2,55-59,12
2007,1,C19,2,60-64,20
2007,1,C19,2,65-69,19
2007,1,C19,2,70-74,22
2007,1,C19,2,75-79,25
2007,1,C19,2,80-84,20
2007,1,C19,2,85-89,13
2007,1,C19,2,90+,2
2007,1,C19,3,20-24,2
2007,1,C19,3,30-34,2
2007,1,C19,3,35-39,1
2007,1,C19,3,50-54,2
2007,1,C19,3,55-59,20
2007,1,C19,3,60-64,14
2007,1,C19,3,65-69,27
2007,1,C19,3,70-74,18
2007,1,C19,3,75-79,20
2007,1,C19,3,80-84,27
2007,1,C19,3,85-89,14
2007,1,C19,3,90+,3
2007,1,C19,4,40-44,1
2007,1,C19,4,45-49,2
2007,1,C19,4,50-54,4
2007,1,C19,4,55-59,13
2007,1,C19,4,60-64,15
2007,1,C19,4,65-69,25
2007,1,C19,4,70-74,25
2007,1,C19,4,75-79,27
2007,1,C19,4,80-84,26
2007,1,C19,4,85-89,12
2007,1,C19,4,90+,3
2007,1,C19,5,25-29,1
2007,1,C19,5,40-44,3
2007,1,C19,5,45-49,1
2007,1,C19,5,50-54,3
2007,1,C19,5,55-59,16
2007,1,C19,5,60-64,10
2007,1,C19,5,65-69,13
2007,1,C19,5,70-74,24
2007,1,C19,5,75-79,23
2007,1,C19,5,80-84,14
2007,1,C19,5,85-89,13
2007,1,C19,5,90+,4
2007,1,C20,1,25-29,1
2007,1,C20,1,30-34,2
2007,1,C20,1,35-39,2
2007,1,C20,1,40-44,2
2007,1,C20,1,45-49,8
2007,1,C20,1,50-54,15
2007,1,C20,1,55-59,29
2007,1,C20,1,60-64,39
2007,1,C20,1,65-69,58
2007,1,C20,1,70-74,62
2007,1,C20,1,75-79,70
2007,1,C20,1,80-84,80
2007,1,C20,1,85-89,35
2007,1,C20,1,90+,17
2007,1,C20,2,<1,1
2007,1,C20,2,25-29,1
2007,1,C20,2,35-39,2
2007,1,C20,2,40-44,5
2007,1,C20,2,45-49,12
2007,1,C20,2,50-54,9
2007,1,C20,2,55-59,21
2007,1,C20,2,60-64,29
2007,1,C20,2,65-69,52
2007,1,C20,2,70-74,53
2007,1,C20,2,75-79,69
2007,1,C20,2,80-84,47
2007,1,C20,2,85-89,43
2007,1,C20,2,90+,22
2007,1,C20,3,25-29,1
2007,1,C20,3,30-34,1
2007,1,C20,3,35-39,1
2007,1,C20,3,40-44,5
2007,1,C20,3,45-49,8
2007,1,C20,3,50-54,12
2007,1,C20,3,55-59,25
2007,1,C20,3,60-64,58
2007,1,C20,3,65-69,42
2007,1,C20,3,70-74,71
2007,1,C20,3,75-79,69
2007,1,C20,3,80-84,67
2007,1,C20,3,85-89,53
2007,1,C20,3,90+,27
2007,1,C20,4,40-44,7
2007,1,C20,4,45-49,9
2007,1,C20,4,50-54,11
2007,1,C20,4,55-59,36
2007,1,C20,4,60-64,53
2007,1,C20,4,65-69,61
2007,1,C20,4,70-74,62
2007,1,C20,4,75-79,64
2007,1,C20,4,80-84,68
2007,1,C20,4,85-89,44
2007,1,C20,4,90+,19
2007,1,C20,5,35-39,1
2007,1,C20,5,40-44,2
2007,1,C20,5,45-49,3
2007,1,C20,5,50-54,13
2007,1,C20,5,55-59,28
2007,1,C20,5,60-64,38
2007,1,C20,5,65-69,47
2007,1,C20,5,70-74,59
2007,1,C20,5,75-79,63
2007,1,C20,5,80-84,51
2007,1,C20,5,85-89,35
2007,1,C20,5,90+,16
2007,1,C33,1,55-59,1
2007,1,C33,1,65-69,2
2007,1,C33,2,60-64,1
2007,1,C33,2,65-69,1
2007,1,C33,2,80-84,1
2007,1,C33,3,35-39,1
2007,1,C33,3,80-84,1
2007,1,C33,3,85-89,1
2007,1,C33,4,65-69,1
2007,1,C33,4,80-84,1
2007,1,C33,5,65-69,2
2007,1,C340,1,50-54,1
2007,1,C340,1,60-64,1
2007,1,C340,1,70-74,2
2007,1,C340,1,80-84,2
2007,1,C340,1,90+,1
2007,1,C340,2,55-59,1
2007,1,C340,2,60-64,1
2007,1,C340,2,70-74,1
2007,1,C340,2,80-84,1
2007,1,C340,3,55-59,1
2007,1,C340,3,60-64,1
2007,1,C340,3,65-69,1
2007,1,C340,3,75-79,1
2007,1,C340,4,55-59,1
2007,1,C340,4,60-64,1
2007,1,C340,4,70-74,3
2007,1,C340,4,75-79,4
2007,1,C340,4,80-84,2
2007,1,C340,5,60-64,1
2007,1,C340,5,65-69,1
2007,1,C340,5,80-84,1
2007,1,C341,1,60-64,1
2007,1,C341,1,65-69,9
2007,1,C341,1,70-74,7
2007,1,C341,1,75-79,8
2007,1,C341,1,80-84,3
2007,1,C341,1,85-89,4
2007,1,C341,1,90+,2
2007,1,C341,2,45-49,1
2007,1,C341,2,50-54,1
2007,1,C341,2,60-64,2
2007,1,C341,2,65-69,5
2007,1,C341,2,70-74,7
2007,1,C341,2,75-79,7
2007,1,C341,2,80-84,4
2007,1,C341,2,85-89,1
2007,1,C341,2,90+,1
2007,1,C341,3,55-59,1
2007,1,C341,3,60-64,2
2007,1,C341,3,65-69,2
2007,1,C341,3,70-74,4
2007,1,C341,3,75-79,3
2007,1,C341,3,80-84,4
2007,1,C341,3,85-89,3
2007,1,C341,3,90+,1
2007,1,C341,4,50-54,1
2007,1,C341,4,55-59,1
2007,1,C341,4,60-64,1
2007,1,C341,4,65-69,2
2007,1,C341,4,70-74,2
2007,1,C341,4,75-79,2
2007,1,C341,4,80-84,1
2007,1,C341,4,85-89,3
2007,1,C341,4,90+,1
2007,1,C341,5,40-44,1
2007,1,C341,5,70-74,2
2007,1,C341,5,75-79,2
2007,1,C341,5,80-84,5
2007,1,C341,5,85-89,1
2007,1,C341,5,90+,1
2007,1,C342,1,65-69,1
2007,1,C342,4,60-64,1
2007,1,C342,5,80-84,1
2007,1,C343,1,65-69,2
2007,1,C343,1,70-74,1
2007,1,C343,1,75-79,3
2007,1,C343,1,85-89,2
2007,1,C343,2,60-64,1
2007,1,C343,2,75-79,4
2007,1,C343,2,80-84,2
2007,1,C343,2,85-89,4
2007,1,C343,2,90+,1
2007,1,C343,3,70-74,1
2007,1,C343,3,75-79,2
2007,1,C343,3,80-84,2
2007,1,C343,4,55-59,1
2007,1,C343,4,65-69,1
2007,1,C343,4,70-74,2
2007,1,C343,4,75-79,4
2007,1,C343,4,80-84,1
2007,1,C343,4,90+,1
2007,1,C343,5,65-69,2
2007,1,C343,5,70-74,2
2007,1,C343,5,80-84,1
2007,1,C343,5,85-89,1
2007,1,C349,1,20-24,1
2007,1,C349,1,25-29,1
2007,1,C349,1,30-34,3
2007,1,C349,1,35-39,10
2007,1,C349,1,40-44,33
2007,1,C349,1,45-49,59
2007,1,C349,1,50-54,140
2007,1,C349,1,55-59,325
2007,1,C349,1,60-64,507
2007,1,C349,1,65-69,647
2007,1,C349,1,70-74,690
2007,1,C349,1,75-79,737
2007,1,C349,1,80-84,565
2007,1,C349,1,85-89,295
2007,1,C349,1,90+,79
2007,1,C349,2,25-29,2
2007,1,C349,2,30-34,2
2007,1,C349,2,35-39,3
2007,1,C349,2,40-44,23
2007,1,C349,2,45-49,62
2007,1,C349,2,50-54,119
2007,1,C349,2,55-59,233
2007,1,C349,2,60-64,391
2007,1,C349,2,65-69,485
2007,1,C349,2,70-74,609
2007,1,C349,2,75-79,619
2007,1,C349,2,80-84,543
2007,1,C349,2,85-89,263
2007,1,C349,2,90+,97
2007,1,C349,3,25-29,1
2007,1,C349,3,35-39,4
2007,1,C349,3,40-44,11
2007,1,C349,3,45-49,31
2007,1,C349,3,50-54,68
2007,1,C349,3,55-59,169
2007,1,C349,3,60-64,368
2007,1,C349,3,65-69,439
2007,1,C349,3,70-74,476
2007,1,C349,3,75-79,628
2007,1,C349,3,80-84,504
2007,1,C349,3,85-89,307
2007,1,C349,3,90+,95
2007,1,C349,4,35-39,6
2007,1,C349,4,40-44,9
2007,1,C349,4,45-49,31
2007,1,C349,4,50-54,88
2007,1,C349,4,55-59,169
2007,1,C349,4,60-64,257
2007,1,C349,4,65-69,389
2007,1,C349,4,70-74,461
2007,1,C349,4,75-79,561
2007,1,C349,4,80-84,450
2007,1,C349,4,85-89,291
2007,1,C349,4,90+,89
2007,1,C349,5,20-24,1
2007,1,C349,5,35-39,2
2007,1,C349,5,40-44,5
2007,1,C349,5,45-49,21
2007,1,C349,5,50-54,50
2007,1,C349,5,55-59,131
2007,1,C349,5,60-64,241
2007,1,C349,5,65-69,266
2007,1,C349,5,70-74,345
2007,1,C349,5,75-79,442
2007,1,C349,5,80-84,396
2007,1,C349,5,85-89,201
2007,1,C349,5,90+,87
2007,1,C509,1,55-59,1
2007,1,C509,1,60-64,2
2007,1,C509,1,75-79,3
2007,1,C509,1,80-84,4
2007,1,C509,1,85-89,2
2007,1,C509,1,90+,1
2007,1,C509,2,40-44,2
2007,1,C509,2,45-49,2
2007,1,C509,2,50-54,1
2007,1,C509,2,55-59,2
2007,1,C509,2,60-64,3
2007,1,C509,2,65-69,2
2007,1,C509,2,70-74,3
2007,1,C509,2,75-79,4
2007,1,C509,2,80-84,2
2007,1,C509,2,85-89,3
2007,1,C509,2,90+,2
2007,1,C509,3,30-34,1
2007,1,C509,3,55-59,1
2007,1,C509,3,60-64,1
2007,1,C509,3,65-69,2
2007,1,C509,3,70-74,1
2007,1,C509,3,80-84,2
2007,1,C509,3,85-89,3
2007,1,C509,3,90+,1
2007,1,C509,4,45-49,1
2007,1,C509,4,55-59,1
2007,1,C509,4,60-64,1
2007,1,C509,4,70-74,1
2007,1,C509,4,75-79,1
2007,1,C509,4,80-84,1
2007,1,C509,4,85-89,2
2007,1,C509,4,90+,1
2007,1,C509,5,45-49,1
2007,1,C509,5,50-54,1
2007,1,C509,5,60-64,1
2007,1,C509,5,65-69,1
2007,1,C509,5,70-74,1
2007,1,C509,5,75-79,3
2007,1,C509,5,80-84,3
2007,1,C509,5,85-89,2
2007,1,C509,5,90+,3
2007,1,E110,1,50-54,1
2007,1,E110,1,70-74,1
2007,1,E110,2,75-79,1
2007,1,E110,3,65-69,1
2007,1,E110,3,85-89,1
2007,1,E110,4,75-79,1
2007,1,E111,1,55-59,1
2007,1,E111,1,65-69,1
2007,1,E111,1,90+,1
2007,1,E111,2,65-69,1
2007,1,E111,3,75-79,1
2007,1,E111,4,75-79,1
2007,1,E111,5,80-84,1
2007,1,E112,1,55-59,1
2007,1,E112,1,65-69,2
2007,1,E112,1,70-74,2
2007,1,E112,1,75-79,5
2007,1,E112,1,80-84,2
2007,1,E112,1,85-89,4
2007,1,E112,2,65-69,2
2007,1,E112,2,75-79,3
2007,1,E112,2,80-84,1
2007,1,E112,2,85-89,1
2007,1,E112,2,90+,1
2007,1,E112,3,75-79,4
2007,1,E112,3,80-84,3
2007,1,E112,3,85-89,4
2007,1,E112,4,55-59,1
2007,1,E112,4,60-64,1
2007,1,E112,4,70-74,1
2007,1,E112,4,75-79,2
2007,1,E112,4,80-84,2
2007,1,E112,4,85-89,2
2007,1,E112,5,65-69,1
2007,1,E112,5,75-79,1
2007,1,E112,5,80-84,3
2007,1,E112,5,90+,1
2007,1,E114,3,85-89,1
2007,1,E114,4,65-69,1
2007,1,E115,1,50-54,1
2007,1,E115,1,55-59,2
2007,1,E115,1,60-64,1
2007,1,E115,1,65-69,3
2007,1,E115,1,70-74,9
2007,1,E115,1,75-79,6
2007,1,E115,1,80-84,7
2007,1,E115,1,85-89,4
2007,1,E115,2,40-44,1
2007,1,E115,2,55-59,3
2007,1,E115,2,60-64,1
2007,1,E115,2,65-69,2
2007,1,E115,2,70-74,5
2007,1,E115,2,75-79,10
2007,1,E115,2,80-84,9
2007,1,E115,2,85-89,3
2007,1,E115,2,90+,4
2007,1,E115,3,60-64,1
2007,1,E115,3,65-69,2
2007,1,E115,3,70-74,5
2007,1,E115,3,75-79,8
2007,1,E115,3,80-84,4
2007,1,E115,3,85-89,5
2007,1,E115,3,90+,3
2007,1,E115,4,60-64,3
2007,1,E115,4,65-69,1
2007,1,E115,4,70-74,2
2007,1,E115,4,75-79,4
2007,1,E115,4,80-84,8
2007,1,E115,4,85-89,5
2007,1,E115,4,90+,3
2007,1,E115,5,60-64,1
2007,1,E115,5,65-69,1
2007,1,E115,5,70-74,2
2007,1,E115,5,75-79,7
2007,1,E115,5,80-84,6
2007,1,E115,5,85-89,2
2007,1,E115,5,90+,7
2007,1,E116,1,75-79,1
2007,1,E117,1,50-54,1
2007,1,E117,1,65-69,1
2007,1,E117,1,75-79,3
2007,1,E117,2,45-49,1
2007,1,E117,2,65-69,1
2007,1,E117,2,70-74,2
2007,1,E117,2,75-79,1
2007,1,E117,3,75-79,1
2007,1,E117,3,80-84,1
2007,1,E117,3,85-89,2
2007,1,E117,4,75-79,1
2007,1,E117,4,85-89,2
2007,1,E117,5,85-89,1
2007,1,E119,1,50-54,2
2007,1,E119,1,55-59,1
2007,1,E119,1,60-64,6
2007,1,E119,1,65-69,13
2007,1,E119,1,70-74,17
2007,1,E119,1,75-79,19
2007,1,E119,1,80-84,22
2007,1,E119,1,85-89,15
2007,1,E119,1,90+,6
2007,1,E119,2,50-54,1
2007,1,E119,2,55-59,1
2007,1,E119,2,60-64,1
2007,1,E119,2,65-69,7
2007,1,E119,2,70-74,16
2007,1,E119,2,75-79,20
2007,1,E119,2,80-84,20
2007,1,E119,2,85-89,12
2007,1,E119,2,90+,11
2007,1,E119,3,45-49,1
2007,1,E119,3,50-54,1
2007,1,E119,3,55-59,2
2007,1,E119,3,60-64,2
2007,1,E119,3,65-69,4
2007,1,E119,3,70-74,10
2007,1,E119,3,75-79,10
2007,1,E119,3,80-84,17
2007,1,E119,3,85-89,23
2007,1,E119,3,90+,16
2007,1,E119,4,50-54,2
2007,1,E119,4,60-64,1
2007,1,E119,4,70-74,8
2007,1,E119,4,75-79,17
2007,1,E119,4,80-84,15
2007,1,E119,4,85-89,19
2007,1,E119,4,90+,13
2007,1,E119,5,60-64,1
2007,1,E119,5,65-69,2
2007,1,E119,5,70-74,2
2007,1,E119,5,75-79,7
2007,1,E119,5,80-84,19
2007,1,E119,5,85-89,16
2007,1,E119,5,90+,12
2007,1,F019,1,55-59,1
2007,1,F019,1,70-74,3
2007,1,F019,1,75-79,6
2007,1,F019,1,80-84,3
2007,1,F019,1,85-89,8
2007,1,F019,1,90+,9
2007,1,F019,2,65-69,1
2007,1,F019,2,70-74,3
2007,1,F019,2,75-79,4
2007,1,F019,2,80-84,7
2007,1,F019,2,85-89,9
2007,1,F019,2,90+,4
2007,1,F019,3,65-69,1
2007,1,F019,3,70-74,2
2007,1,F019,3,75-79,4
2007,1,F019,3,80-84,7
2007,1,F019,3,85-89,9
2007,1,F019,3,90+,3
2007,1,F019,4,55-59,1
2007,1,F019,4,60-64,1
2007,1,F019,4,65-69,1
2007,1,F019,4,70-74,2
2007,1,F019,4,75-79,4
2007,1,F019,4,80-84,7
2007,1,F019,4,85-89,11
2007,1,F019,4,90+,3
2007,1,F019,5,65-69,1
2007,1,F019,5,70-74,1
2007,1,F019,5,75-79,1
2007,1,F019,5,80-84,6
2007,1,F019,5,85-89,8
2007,1,F019,5,90+,5
2007,1,F03,1,40-44,1
2007,1,F03,1,45-49,1
2007,1,F03,1,50-54,1
2007,1,F03,1,55-59,3
2007,1,F03,1,60-64,12
2007,1,F03,1,65-69,16
2007,1,F03,1,70-74,54
2007,1,F03,1,75-79,107
2007,1,F03,1,80-84,210
2007,1,F03,1,85-89,208
2007,1,F03,1,90+,136
2007,1,F03,2,60-64,6
2007,1,F03,2,65-69,12
2007,1,F03,2,70-74,40
2007,1,F03,2,75-79,94
2007,1,F03,2,80-84,203
2007,1,F03,2,85-89,207
2007,1,F03,2,90+,182
2007,1,F03,3,50-54,2
2007,1,F03,3,55-59,2
2007,1,F03,3,60-64,9
2007,1,F03,3,65-69,17
2007,1,F03,3,70-74,39
2007,1,F03,3,75-79,107
2007,1,F03,3,80-84,211
2007,1,F03,3,85-89,246
2007,1,F03,3,90+,241
2007,1,F03,4,55-59,2
2007,1,F03,4,60-64,4
2007,1,F03,4,65-69,19
2007,1,F03,4,70-74,28
2007,1,F03,4,75-79,112
2007,1,F03,4,80-84,185
2007,1,F03,4,85-89,255
2007,1,F03,4,90+,219
2007,1,F03,5,50-54,1
2007,1,F03,5,60-64,2
2007,1,F03,5,65-69,13
2007,1,F03,5,70-74,41
2007,1,F03,5,75-79,72
2007,1,F03,5,80-84,145
2007,1,F03,5,85-89,216
2007,1,F03,5,90+,167
2007,1,I200,1,65-69,1
2007,1,I200,1,90+,1
2007,1,I209,1,55-59,1
2007,1,I209,1,65-69,1
2007,1,I209,1,70-74,1
2007,1,I209,1,75-79,2
2007,1,I209,1,80-84,1
2007,1,I209,1,85-89,3
2007,1,I209,1,90+,1
2007,1,I209,2,75-79,1
2007,1,I209,2,80-84,1
2007,1,I209,2,85-89,2
2007,1,I209,2,90+,3
2007,1,I209,3,70-74,1
2007,1,I209,3,80-84,1
2007,1,I209,3,90+,2
2007,1,I209,4,75-79,1
2007,1,I209,4,80-84,4
2007,1,I209,4,90+,3
2007,1,I209,5,85-89,2
2007,1,I213,5,75-79,1
2007,1,I214,1,60-64,1
2007,1,I214,1,65-69,2
2007,1,I214,1,70-74,2
2007,1,I214,1,75-79,1
2007,1,I214,1,80-84,1
2007,1,I214,1,85-89,2
2007,1,I214,2,60-64,1
2007,1,I214,2,65-69,1
2007,1,I214,2,70-74,2
2007,1,I214,2,75-79,3
2007,1,I214,2,80-84,1
2007,1,I214,2,85-89,1
2007,1,I214,3,50-54,2
2007,1,I214,3,60-64,1
2007,1,I214,3,65-69,1
2007,1,I214,3,70-74,2
2007,1,I214,3,75-79,1
2007,1,I214,3,85-89,1
2007,1,I214,4,65-69,2
2007,1,I214,4,70-74,1
2007,1,I214,4,75-79,3
2007,1,I214,4,80-84,3
2007,1,I214,4,85-89,3
2007,1,I214,4,90+,2
2007,1,I214,5,30-34,1
2007,1,I214,5,60-64,2
2007,1,I214,5,65-69,1
2007,1,I214,5,70-74,4
2007,1,I214,5,75-79,3
2007,1,I214,5,80-84,4
2007,1,I219,1,20-24,2
2007,1,I219,1,25-29,6
2007,1,I219,1,30-34,18
2007,1,I219,1,35-39,41
2007,1,I219,1,40-44,63
2007,1,I219,1,45-49,118
2007,1,I219,1,50-54,193
2007,1,I219,1,55-59,283
2007,1,I219,1,60-64,362
2007,1,I219,1,65-69,430
2007,1,I219,1,70-74,500
2007,1,I219,1,75-79,567
2007,1,I219,1,80-84,644
2007,1,I219,1,85-89,396
2007,1,I219,1,90+,186
2007,1,I219,2,25-29,2
2007,1,I219,2,30-34,5
2007,1,I219,2,35-39,23
2007,1,I219,2,40-44,49
2007,1,I219,2,45-49,90
2007,1,I219,2,50-54,113
2007,1,I219,2,55-59,164
2007,1,I219,2,60-64,264
2007,1,I219,2,65-69,339
2007,1,I219,2,70-74,433
2007,1,I219,2,75-79,599
2007,1,I219,2,80-84,611
2007,1,I219,2,85-89,426
2007,1,I219,2,90+,222
2007,1,I219,3,25-29,1
2007,1,I219,3,30-34,5
2007,1,I219,3,35-39,19
2007,1,I219,3,40-44,35
2007,1,I219,3,45-49,44
2007,1,I219,3,50-54,102
2007,1,I219,3,55-59,173
2007,1,I219,3,60-64,264
2007,1,I219,3,65-69,289
2007,1,I219,3,70-74,418
2007,1,I219,3,75-79,590
2007,1,I219,3,80-84,626
2007,1,I219,3,85-89,518
2007,1,I219,3,90+,283
2007,1,I219,4,<1,1
2007,1,I219,4,25-29,2
2007,1,I219,4,30-34,3
2007,1,I219,4,35-39,7
2007,1,I219,4,40-44,24
2007,1,I219,4,45-49,39
2007,1,I219,4,50-54,71
2007,1,I219,4,55-59,157
2007,1,I219,4,60-64,231
2007,1,I219,4,65-69,272
2007,1,I219,4,70-74,400
2007,1,I219,4,75-79,565
2007,1,I219,4,80-84,601
2007,1,I219,4,85-89,500
2007,1,I219,4,90+,264
2007,1,I219,5,30-34,3
2007,1,I219,5,35-39,6
2007,1,I219,5,40-44,21
2007,1,I219,5,45-49,28
2007,1,I219,5,50-54,69
2007,1,I219,5,55-59,136
2007,1,I219,5,60-64,206
2007,1,I219,5,65-69,217
2007,1,I219,5,70-74,318
2007,1,I219,5,75-79,457
2007,1,I219,5,80-84,533
2007,1,I219,5,85-89,452
2007,1,I219,5,90+,254
2007,1,I248,1,65-69,1
2007,1,I248,1,90+,2
2007,1,I248,2,55-59,2
2007,1,I248,2,60-64,1
2007,1,I248,2,85-89,1
2007,1,I248,3,50-54,1
2007,1,I248,3,65-69,1
2007,1,I248,3,70-74,4
2007,1,I248,3,80-84,1
2007,1,I248,4,55-59,1
2007,1,I248,4,60-64,1
2007,1,I248,4,65-69,2
2007,1,I248,4,70-74,1
2007,1,I248,4,85-89,1
2007,1,I248,5,75-79,1
2007,1,I248,5,80-84,1
2007,1,I248,5,85-89,1
2007,1,I248,5,90+,1
2007,1,I249,1,55-59,2
2007,1,I249,1,60-64,2
2007,1,I249,1,65-69,3
2007,1,I249,1,70-74,1
2007,1,I249,1,75-79,1
2007,1,I249,1,80-84,2
2007,1,I249,1,85-89,1
2007,1,I249,2,55-59,1
2007,1,I249,2,70-74,2
